,Date,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max,latitude,max_fluctuations,kp_indices
92,2019-08-03,0,2.69,2.04,3.78,1.04,-2.50,3.58,-0.52,-2.64,2.91,0.79,-2.35,3.05,333.47,2.06,357.66,16.80,-64.76,77.02,3.48,1.53,4.85,368.10,339.17,397.62,28181,12706,62211,29.3352156892486,16.14289317315827,2.070751470861633
93,2019-08-04,0,2.73,0.99,5.26,-2.18,-4.20,3.40,0.98,-2.75,3.51,-0.28,-3.39,1.43,137.74,5.22,352.87,-6.32,-59.23,30.10,2.22,0.31,6.13,341.72,309.57,378.05,31017,10101,76243,-6.636635865774115,16.14289317315827,0.27215889311049735
94,2019-08-05,0,8.21,2.22,21.70,-4.57,-14.52,6.69,3.3,-10.47,16.08,-1.0,-17.54,8.09,154.54,35.71,344.31,-8.72,-76.93,58.44,3.90,0.46,13.86,632.06,314.05,733.28,276801,12556,668177,-9.908144516246779,16.14289317315827,0.10858346058686413
95,2019-08-06,0,3.58,2.38,4.45,-2.19,-4.24,1.86,1.41,-2.68,4.02,-0.54,-3.68,3.32,146.00,52.71,239.04,-9.34,-68.29,71.41,1.28,0.14,3.71,654.00,584.92,748.97,198730,90769,673811,-11.475368872799333,16.14289317315827,0.030222242759236462
96,2019-08-07,0,4.10,2.70,4.99,-3.61,-4.87,1.11,1.21,-1.55,3.84,-0.57,-3.28,2.10,158.21,61.59,205.89,-7.98,-57.45,32.62,2.25,0.83,8.43,511.92,447.86,621.79,125142,60140,746856,-8.421967499260216,16.14289317315827,0.18289231143619228
97,2019-08-08,0,5.14,3.73,6.03,-4.29,-5.64,2.53,1.36,-3.75,4.38,0.28,-5.43,4.05,162.52,71.23,311.80,3.12,-75.10,55.57,1.90,0.78,5.34,506.48,418.28,570.61,128258,51229,282018,3.553303197438445,16.14289317315827,0.7816558462711253
98,2019-08-09,0,5.10,3.52,7.04,-3.94,-6.49,1.51,0.77,-4.28,4.65,1.27,-4.51,4.64,167.80,57.61,297.89,14.35,-74.61,62.23,2.30,0.87,6.43,507.15,462.60,647.30,138732,53165,345125,16.784236168815333,16.14289317315827,1.4432024948399698
99,2019-08-10,0,3.79,1.47,4.89,-3.31,-4.81,2.53,1.25,-2.02,3.56,-0.73,-2.95,1.45,152.93,13.28,229.84,-11.39,-56.11,23.50,1.71,0.67,2.67,507.29,461.53,654.85,146495,55784,280305,-11.423692069013066,16.14289317315827,0.0328060829485497
100,2019-08-11,0,3.66,1.21,6.68,-1.97,-5.77,3.33,1.7,-3.47,3.45,-0.86,-3.66,3.27,132.85,29.15,342.85,-15.10,-72.24,41.70,3.19,1.22,7.00,447.25,392.60,481.18,62990,25264,147042,-17.422275118733342,16.14289317315827,-0.267123069537464
101,2019-08-12,0,4.00,0.67,6.28,-1.43,-5.19,4.91,0.01,-4.58,3.23,0.09,-2.90,5.18,196.58,15.41,352.68,1.43,-77.54,70.48,5.27,2.28,10.63,444.61,368.83,469.70,58099,13480,144645,3.5940981295890944,16.14289317315827,0.7836955928786578
102,2019-08-13,0,4.95,1.95,7.18,-3.68,-6.29,2.64,2.08,-2.50,4.69,-0.1,-5.12,3.82,149.43,11.65,344.95,-1.22,-77.60,41.09,3.54,1.67,32.29,454.58,399.86,550.76,80155,32685,620305,-1.354791611113528,16.14289317315827,0.5362511058435266
103,2019-08-14,0,4.41,2.03,5.29,-3.99,-5.08,-1.20,1.22,-0.90,3.55,-0.23,-2.19,2.41,163.36,114.46,194.78,-3.03,-36.73,36.23,2.10,0.82,4.53,452.39,425.11,493.69,86369,42074,169543,-3.1504525416518057,16.14289317315827,0.44646805931661276
104,2019-08-15,0,3.73,2.34,6.33,-3.14,-5.20,1.04,0.53,-2.75,3.88,0.38,-3.66,3.34,163.93,74.89,248.73,6.02,-72.87,52.80,3.34,1.41,6.50,430.64,406.15,464.95,75583,33626,137264,6.757498445089833,16.14289317315827,0.9418656086536947
105,2019-08-16,0,3.04,1.89,4.28,-2.29,-3.47,2.66,0.92,-2.97,3.23,-0.7,-2.84,3.35,160.95,21.90,326.69,-14.02,-76.38,61.00,3.77,2.33,6.56,400.81,362.31,443.20,57853,23122,112580,-15.263158895964487,16.14289317315827,-0.15916725839902135
106,2019-08-17,0,4.29,2.79,7.07,-3.55,-6.31,2.57,1.31,-2.25,3.92,-0.55,-5.01,3.13,155.61,22.33,335.71,-7.34,-67.22,31.83,5.60,2.67,9.18,361.13,327.05,380.02,43676,18152,132399,-8.185151736547484,16.14289317315827,0.19473309957182888
107,2019-08-18,0,3.37,1.92,8.65,-0.75,-8.55,4.36,-0.59,-3.76,5.30,-0.71,-4.37,3.41,208.96,9.55,347.95,-11.48,-71.58,45.04,5.23,2.51,12.05,361.99,341.68,376.01,39994,18459,110726,-30.834405151764095,16.14289317315827,-0.9377295711890017
108,2019-08-19,0,3.06,1.34,4.82,-0.71,-2.91,3.78,-1.33,-4.10,2.51,1.14,-3.25,4.38,247.03,6.62,356.28,25.27,-65.84,74.61,5.63,0.73,12.38,361.25,318.73,380.62,28814,11534,97999,31.095539563503102,16.14289317315827,2.1587676645743583
109,2019-08-20,0,4.51,3.12,10.33,3.8,0.31,6.93,-2.01,-7.23,2.69,1.0,-5.05,6.78,329.93,3.98,358.11,12.95,-56.15,51.86,3.70,0.59,13.61,404.33,331.46,426.74,86565,23174,214270,12.766031504971815,16.14289317315827,1.2422922616477938
110,2019-08-21,0,2.99,0.77,5.36,2.62,-2.39,4.22,-0.83,-3.97,1.49,0.31,-2.61,1.86,334.11,0.70,359.17,6.26,-40.49,55.93,6.28,2.73,108.24,364.71,326.02,434.27,27857,15338,465677,6.395312552518336,16.14289317315827,0.9237563140251198
111,2019-08-22,0,3.19,0.89,4.72,-0.88,-3.96,2.19,0.42,-4.58,3.09,0.48,-3.48,3.05,166.34,16.53,356.55,11.20,-60.25,81.42,8.28,4.46,58.95,355.73,331.49,371.11,25098,12500,106531,23.82871299151157,16.14289317315827,1.7954263359747815
112,2019-08-23,0,2.88,1.25,5.29,-1.97,-3.39,1.60,0.64,-3.24,4.23,-0.22,-4.67,2.84,168.20,33.63,315.06,-4.98,-77.28,65.98,5.08,1.59,12.63,366.81,350.18,385.86,36836,15974,87299,-6.0290433742254566,16.14289317315827,0.3025385176879302
113,2019-08-24,0,2.56,0.92,3.12,-1.92,-3.07,1.66,0.11,-2.28,2.11,-0.54,-2.33,1.61,176.42,18.19,349.58,-12.69,-83.40,41.62,4.33,2.73,6.97,346.79,334.34,362.55,28204,16450,69561,-15.127449990047367,16.14289317315827,-0.15238181310316534
114,2019-08-25,0,3.14,1.57,5.48,-0.16,-2.72,2.39,-1.95,-5.22,3.18,-0.53,-3.60,2.11,252.51,95.48,341.38,-9.15,-74.40,38.88,3.97,2.25,33.38,327.27,303.17,347.77,25305,12716,72432,-14.652625413883028,16.14289317315827,-0.1286405842949483
115,2019-08-26,0,4.19,2.18,6.60,-0.25,-3.15,3.68,-2.03,-4.89,4.55,-0.3,-5.04,4.39,246.13,14.81,339.30,-4.48,-86.04,61.70,5.82,2.06,27.76,324.06,302.90,353.01,25975,12197,61314,-8.257256260419018,16.14289317315827,0.19112787337825216
116,2019-08-27,0,5.53,1.74,11.96,0.98,-6.18,6.78,-2.43,-7.83,4.20,1.04,-8.41,9.21,286.40,4.92,354.14,13.43,-64.17,83.31,5.39,1.12,46.97,445.50,335.17,596.90,90778,20436,885737,20.250123416176656,16.14289317315827,1.6164968572080358
117,2019-08-28,0,3.19,2.30,5.69,2.26,-4.41,3.24,-1.42,-4.55,2.45,0.69,-3.07,3.60,339.78,2.58,357.73,12.65,-46.15,67.01,1.35,0.75,7.29,459.31,410.58,527.41,88851,38183,239854,14.051754591504187,16.14289317315827,1.3065784159744123
118,2019-08-29,0,2.57,1.49,5.59,1.7,-0.66,3.22,-1.06,-4.90,5.02,0.13,-2.37,4.61,334.30,3.37,356.96,2.87,-66.48,73.23,5.04,1.08,18.36,373.21,346.01,409.47,32873,11486,86848,3.704935221910281,16.14289317315827,0.7892374474947171
119,2019-08-30,0,6.65,1.27,11.82,-1.1,-9.87,4.77,0.92,-5.01,9.50,-0.37,-7.40,6.51,113.18,2.47,357.18,-3.64,-70.99,64.16,5.30,1.41,10.19,402.87,373.35,582.46,72139,23173,325284,-14.027327588521551,16.14289317315827,-0.09737569302687454
120,2019-08-31,0,6.62,4.39,10.57,-4.4,-8.42,2.71,2.18,-6.25,7.90,-1.75,-9.29,5.17,159.59,74.02,304.53,-15.73,-82.16,58.76,3.15,0.87,8.93,671.57,509.64,743.39,286259,109132,572568,-18.557010729320783,16.14289317315827,-0.32385985006683615
121,2019-09-01,0,6.00,4.44,8.14,-3.72,-7.27,2.80,2.31,-4.11,5.76,-2.79,-6.72,6.76,146.25,39.22,311.34,-26.59,-82.08,66.10,2.63,1.27,5.19,690.67,610.73,786.98,253543,113040,485291,-28.25126677365079,16.14289317315827,-0.8085726522833365
122,2019-09-02,0,3.94,2.09,5.72,-1.84,-4.90,3.02,2.16,-2.95,4.83,-0.59,-4.13,4.54,127.38,29.26,262.00,-9.40,-64.45,76.79,1.29,0.52,3.61,674.41,632.04,732.20,203246,103260,386393,-11.506905915916652,16.14289317315827,0.028645390603370458
123,2019-09-03,0,3.77,1.78,5.71,-2.48,-5.51,1.91,1.26,-2.55,4.12,-0.01,-3.41,3.27,148.22,48.92,236.57,-0.17,-69.10,67.17,1.10,0.23,2.40,608.68,565.82,681.78,166947,85263,349514,-0.20596982153480403,16.14289317315827,0.5936921953224629
124,2019-09-04,0,4.40,1.86,6.59,-2.54,-5.75,3.02,1.95,-2.75,5.08,-0.42,-4.93,4.96,131.10,18.59,338.61,-6.09,-81.75,54.53,2.29,0.50,5.21,531.10,432.26,595.56,118938,44623,257447,-7.409499330850429,16.14289317315827,0.23351571985668163
125,2019-09-05,0,3.93,1.12,5.67,-0.41,-4.32,5.02,-0.14,-3.77,4.46,-1.01,-5.27,2.94,215.97,3.55,355.39,-18.23,-83.48,58.25,2.30,0.83,5.40,516.68,461.06,563.54,113759,48933,261039,-42.583558253386144,16.14289317315827,-1.525187226270104
126,2019-09-06,0,5.26,3.39,6.02,-4.52,-5.73,2.71,1.91,-4.19,4.41,-0.36,-4.38,2.60,155.43,73.34,310.68,-3.87,-58.00,38.77,2.14,1.15,5.43,493.85,454.58,554.69,138939,64178,258870,-4.184769702905492,16.14289317315827,0.39475220125392846
127,2019-09-07,0,4.13,2.56,5.66,-3.28,-5.56,2.85,1.65,-2.55,3.96,-0.61,-4.37,2.54,148.57,9.68,242.25,-7.96,-73.98,48.75,2.83,1.59,4.44,455.99,418.53,492.45,89551,39320,189638,-9.307576362517032,16.14289317315827,0.13861186827335142
128,2019-09-08,0,4.65,1.66,6.02,-2.83,-4.71,4.47,1.36,-1.89,4.20,-1.82,-4.94,3.66,139.84,6.33,357.41,-29.64,-81.07,50.82,3.42,1.99,7.08,428.63,399.01,470.25,91252,29311,171834,-26.63338022222542,16.14289317315827,-0.727678324712068
129,2019-09-09,0,5.00,2.39,7.27,-3.43,-6.03,3.73,1.48,-5.02,4.43,-1.51,-5.72,3.50,146.56,13.12,349.16,-18.14,-78.82,39.24,3.02,1.58,6.74,478.84,399.18,532.56,133444,44932,271250,-20.54365134763063,16.14289317315827,-0.4231918809823283
130,2019-09-10,0,4.86,4.19,6.50,-4.65,-6.28,-2.30,0.63,-0.94,3.15,0.3,-3.80,2.85,171.00,142.65,191.32,3.66,-55.01,28.26,1.41,0.74,2.89,487.54,446.10,527.27,126812,56557,282141,3.650624433367646,16.14289317315827,0.7865219080675854
131,2019-09-11,0,3.24,1.89,5.29,-2.82,-5.18,1.41,1.22,-1.37,3.73,-0.76,-3.52,1.38,152.90,33.50,219.55,-13.18,-73.22,19.88,1.90,1.08,3.86,439.46,387.72,466.66,74386,35944,174360,-13.501817030547388,16.14289317315827,-0.0711001651281663
132,2019-09-12,0,4.40,2.50,8.01,-2.89,-7.10,1.68,0.86,-6.66,4.35,0.03,-4.42,4.53,159.78,29.48,337.51,0.47,-79.94,51.66,4.87,2.03,14.12,410.92,381.28,446.36,55229,24539,115775,0.5700139910949569,16.14289317315827,0.6324913859539509
133,2019-09-13,0,6.74,2.23,9.80,-4.59,-7.86,2.79,2.35,-3.55,6.28,0.8,-5.25,8.06,161.04,56.56,257.17,7.55,-65.56,57.71,3.98,0.88,8.68,477.16,424.27,515.16,141443,57434,276643,8.715970901352954,16.14289317315827,1.0397892314668509
134,2019-09-14,0,3.87,3.39,4.25,-3.55,-4.12,-0.06,-0.25,-2.98,3.55,-0.12,-2.37,3.04,184.36,90.98,243.46,-1.73,-37.07,50.96,2.78,0.85,5.76,455.08,420.67,493.11,67228,23945,204261,-1.9301461656950138,16.14289317315827,0.5074833781144523
135,2019-09-15,0,5.17,2.73,7.00,-3.9,-6.73,4.82,0.82,-4.35,5.02,-0.62,-4.44,3.69,163.88,6.05,350.76,-7.40,-68.07,42.45,4.95,1.77,8.91,439.74,414.92,479.38,72249,28791,168080,-8.739304246649112,16.14289317315827,0.16702547406674745
136,2019-09-16,0,3.95,1.69,6.15,-0.17,-5.71,3.80,0.01,-3.76,3.82,1.0,-3.40,3.87,240.56,4.57,352.80,13.11,-61.29,66.32,5.96,2.59,12.70,446.04,419.80,479.02,52988,14845,111969,44.59052878682902,16.14289317315827,2.833517125740654
137,2019-09-17,0,4.37,1.26,7.09,1.95,-3.85,4.47,-2.1,-5.59,5.20,0.84,-5.03,4.52,314.52,26.69,351.29,14.53,-73.68,76.17,5.82,2.21,22.41,386.99,354.26,438.05,54445,23210,109956,15.710377313677146,16.14289317315827,1.3895095520830605
138,2019-09-18,0,2.91,1.61,4.89,-1.82,-3.24,2.40,0.73,-4.63,2.98,-0.87,-4.36,4.49,159.29,37.57,348.33,-18.19,-82.70,80.87,4.17,2.16,13.34,407.35,380.33,450.14,55098,16698,114234,-22.074651602616747,16.14289317315827,-0.49974189373163425
139,2019-09-19,0,2.98,1.22,4.02,-2.72,-3.90,2.68,0.57,-0.56,2.50,-0.16,-1.75,1.24,151.16,1.22,359.40,-3.06,-37.10,20.13,3.64,2.27,7.85,375.79,342.26,391.42,50912,12822,102313,-3.2896145312370644,16.14289317315827,0.43950995983734986
140,2019-09-20,0,3.30,2.51,4.06,-3.06,-3.95,-0.28,-0.48,-2.77,1.08,-0.46,-2.50,1.50,193.30,160.97,261.06,-8.35,-61.45,30.09,3.55,1.44,6.21,311.94,288.40,360.86,32767,11251,74330,-8.356958702344983,16.14289317315827,0.1861427512819539
141,2019-09-21,0,3.98,2.30,6.80,-1.42,-3.91,3.64,0.91,-4.59,5.75,-2.32,-6.33,2.15,147.87,17.32,325.68,-36.91,-83.94,44.65,3.79,2.03,10.93,344.73,287.30,364.07,34908,11420,80347,-38.96778548655924,16.14289317315827,-1.3443985879287588
142,2019-09-22,0,4.50,3.53,5.81,-2.55,-4.18,4.22,1.58,-4.38,3.53,2.01,-1.55,4.41,147.41,7.19,346.40,24.08,-23.95,85.01,2.49,1.27,6.07,343.46,318.10,357.46,35395,13884,67212,29.102034218487052,16.14289317315827,2.059092397323556
143,2019-09-23,0,4.33,1.92,5.41,2.12,-1.16,3.85,-2.89,-4.08,1.23,1.02,-4.49,4.28,306.32,9.17,350.26,13.02,-67.05,79.57,2.82,1.51,7.33,314.52,301.54,333.29,29908,11861,62874,15.307743844939294,16.14289317315827,1.369377878646168
144,2019-09-24,0,6.06,2.27,17.15,-1.11,-7.50,6.35,-0.46,-9.79,13.41,-1.0,-6.72,11.39,182.92,8.25,353.31,-13.85,-70.86,72.03,3.72,0.67,19.56,330.04,296.53,505.26,60042,16349,348261,-32.607029684783754,16.14289317315827,-1.0263607978399847
145,2019-09-25,0,3.90,1.91,5.19,0.74,-3.77,3.77,-2.64,-4.38,0.94,1.1,-3.55,4.26,283.45,1.39,356.37,17.60,-53.21,69.98,4.11,2.55,7.09,429.84,376.73,505.90,62446,30188,204618,20.422981448218632,16.14289317315827,1.6251397588101346
146,2019-09-26,0,2.39,0.75,4.64,1.14,-2.57,2.82,-1.2,-4.08,1.65,1.06,-1.42,2.98,303.05,2.31,358.01,26.07,-56.58,68.63,3.57,2.06,7.31,382.41,345.46,407.52,38656,16481,109033,28.33808688874231,16.14289317315827,2.0208950308363187
147,2019-09-27,0,6.44,0.86,14.40,-2.99,-13.05,4.68,0.09,-5.25,12.21,-0.9,-9.16,5.07,169.78,6.55,353.36,-15.11,-61.04,78.76,4.16,1.28,28.56,464.47,334.04,707.94,132447,13294,572059,-16.072196298280264,16.14289317315827,-0.19961912851481012
148,2019-09-28,0,4.36,2.01,7.02,-2.14,-6.19,3.33,2.31,-2.66,6.30,-1.19,-4.81,4.26,131.31,22.06,340.95,-15.27,-68.23,70.81,1.56,0.53,3.07,642.39,580.30,702.39,203623,107077,378838,-19.468836928931918,16.14289317315827,-0.36945116004739287
149,2019-09-29,0,4.35,2.71,6.56,-2.87,-5.50,1.90,1.96,-1.68,4.53,-1.97,-5.32,2.42,141.72,59.27,209.90,-25.93,-71.38,39.31,0.94,0.10,2.07,529.14,444.09,600.84,174806,36788,326144,-26.249107047776224,16.14289317315827,-0.7084646659896081
150,2019-09-30,0,5.63,3.11,8.18,-3.26,-7.06,2.36,2.62,-2.88,5.86,-2.39,-5.69,5.07,139.92,51.90,310.19,-26.32,-71.65,62.53,0.19,0.10,9.10,459.12,390.99,512.24,114248,27189,327911,-26.388442023788194,16.14289317315827,-0.7154314147902066
151,2019-10-01,0,4.57,3.27,6.80,-3.86,-5.26,0.80,1.12,-2.38,5.88,-1.05,-6.05,2.31,154.53,80.55,249.46,-12.84,-76.67,28.11,1.31,0.10,17.79,477.56,405.55,556.66,122715,31703,624690,-14.185124764110203,16.14289317315827,-0.10526555180630703
152,2019-10-02,0,4.84,3.11,5.60,-4.35,-5.34,3.33,1.12,-2.20,4.35,0.36,-3.58,3.00,160.93,10.13,213.50,4.22,-52.26,49.64,1.67,0.13,3.11,473.33,446.01,525.47,123006,51897,254592,4.5675806414855,16.14289317315827,0.8323697184734781
153,2019-10-03,0,3.82,2.13,4.58,-3.07,-4.38,-0.75,1.42,-1.83,3.24,-0.18,-3.12,2.44,156.58,108.97,207.82,-2.76,-51.65,37.97,2.87,0.97,10.67,417.57,396.79,485.49,80729,29658,175345,-3.0418311126889854,16.14289317315827,0.4518991307647538
154,2019-10-04,0,3.91,0.95,9.24,-1.94,-6.23,5.93,0.12,-8.03,5.43,0.19,-6.31,7.72,180.89,9.49,349.93,3.11,-79.35,74.75,6.73,2.49,23.59,401.08,369.48,435.15,59918,16544,122585,5.556682738465887,16.14289317315827,0.8818248233224975
155,2019-10-05,0,4.08,0.77,7.64,-0.08,-7.29,3.61,0.8,-4.13,5.13,-1.21,-4.60,4.99,101.38,4.51,355.21,-29.18,-80.35,64.93,3.09,0.92,7.60,389.54,368.96,418.27,57713,20440,123758,-39.79090424813622,16.14289317315827,-1.385554526007608
156,2019-10-06,0,2.83,1.51,6.57,-1.36,-6.30,4.13,1.26,-2.08,2.96,-1.45,-3.50,0.83,121.01,6.82,354.73,-31.42,-72.03,12.81,0.96,0.26,3.72,392.49,358.70,466.78,51444,21305,207589,-31.635671368066138,16.14289317315827,-0.9777928820041037
157,2019-10-07,0,3.35,1.36,6.05,-1.39,-4.64,3.76,0.89,-4.55,4.81,-1.76,-5.08,2.81,149.15,21.64,349.63,-37.64,-78.64,36.07,1.34,0.29,6.17,361.87,344.37,392.51,48644,24345,119894,-36.108158752029354,16.14289317315827,-1.2014172512022647
158,2019-10-08,0,3.03,0.92,5.46,0.89,-4.83,3.73,0.86,-2.92,4.43,-0.59,-2.82,2.62,63.22,3.27,354.19,-11.71,-74.91,51.90,2.23,0.64,63.02,385.58,355.41,426.62,58148,20677,460937,-23.283399709169736,16.14289317315827,-0.5601792990592838
159,2019-10-09,0,8.05,3.67,11.36,-1.28,-6.71,2.27,-4.66,-9.88,4.70,3.46,-7.23,8.41,239.79,78.41,334.64,21.82,-71.04,55.72,3.62,1.00,11.21,386.48,359.56,420.63,35012,14382,106194,30.205619421293395,16.14289317315827,2.114271657463873
160,2019-10-10,0,5.63,2.97,9.66,-4.27,-7.05,5.71,1.92,-4.75,6.14,-0.17,-7.86,6.91,149.62,4.27,345.95,-1.62,-81.16,69.21,2.10,0.81,9.03,472.32,381.03,520.04,124535,51000,310750,-2.0781724866421976,16.14289317315827,0.5000820620670932
161,2019-10-11,0,4.09,2.14,5.01,-3.7,-4.87,1.77,1.27,-1.62,3.15,-0.64,-3.37,1.63,158.40,24.88,331.18,-8.59,-74.77,25.61,1.33,0.62,2.72,461.72,434.92,503.27,95770,35932,202260,-9.171663917532923,16.14289317315827,0.14540749052255691
162,2019-10-12,0,3.45,1.98,4.24,-2.43,-4.10,2.21,1.08,-2.04,3.10,-1.1,-3.06,2.76,154.77,45.13,244.33,-19.17,-68.11,60.24,1.50,0.59,2.84,401.21,368.45,448.32,59129,23208,135429,-20.91917677362397,16.14289317315827,-0.4419681522819954
163,2019-10-13,0,3.20,2.03,4.28,-2.38,-3.45,0.91,-0.26,-2.96,1.89,0.46,-2.22,3.54,189.86,111.57,292.22,9.48,-61.24,64.15,1.81,0.40,3.71,339.80,318.81,380.17,25089,11637,47974,10.685126669462079,16.14289317315827,1.1382470198723071
164,2019-10-14,0,5.18,2.56,7.88,0.34,-2.75,3.59,-3.27,-6.95,3.19,2.27,-4.21,6.67,269.09,18.28,336.34,27.48,-46.27,82.62,2.78,0.15,11.73,325.86,315.14,365.89,20996,10622,81672,29.604622689306172,16.14289317315827,2.084221820864512
165,2019-10-15,0,5.16,2.33,8.09,0.23,-5.25,4.09,-1.09,-5.27,5.16,4.42,-2.88,6.56,288.89,5.82,354.21,61.87,-52.91,86.49,2.73,0.42,22.78,350.08,325.83,375.87,45965,19930,105238,44.11797824623045,16.14289317315827,2.8098895987107255
166,2019-10-16,0,5.01,1.51,8.06,-3.57,-6.71,2.84,1.38,-3.81,6.06,-0.03,-5.41,5.41,159.35,38.70,302.94,-0.38,-70.21,59.06,1.73,0.10,9.32,396.15,334.30,443.77,87225,21050,199126,-0.4490691460911374,16.14289317315827,0.5815372290946462
167,2019-10-17,0,3.47,2.16,5.37,-2.21,-4.23,3.02,0.45,-3.31,3.97,-0.7,-3.51,3.31,158.16,17.53,354.26,-12.12,-78.30,70.30,0.34,0.10,2.89,397.83,352.96,440.91,69850,21959,138209,-16.511084974742676,16.14289317315827,-0.22156356233793073
168,2019-10-18,0,4.01,2.73,5.33,-2.89,-4.58,1.86,1.92,-1.83,4.74,-1.16,-4.02,2.40,139.17,30.42,218.02,-16.97,-71.52,34.97,0.80,0.11,2.17,347.84,313.51,394.51,50932,12916,117522,-17.59257307513631,16.14289317315827,-0.2756379673576125
169,2019-10-19,0,3.53,1.45,5.69,-0.39,-3.63,3.67,0.07,-3.90,2.73,-1.51,-4.71,3.59,190.40,3.75,353.25,-23.45,-85.54,61.84,0.40,0.10,1.90,346.14,314.34,376.85,39129,12105,113231,-44.04635176032696,16.14289317315827,-1.5983269016171449
170,2019-10-20,0,3.52,1.44,6.33,-1.45,-3.89,2.93,0.31,-5.96,3.02,-1.08,-4.67,3.21,181.99,15.67,349.63,-18.76,-80.46,56.94,1.14,0.29,2.50,340.79,320.93,358.03,45348,14597,94465,-30.487466732734614,16.14289317315827,-0.9203826502375276
171,2019-10-21,0,2.85,0.73,5.73,1.21,-3.50,3.11,-0.34,-3.21,3.67,1.11,-4.33,4.95,342.06,1.72,358.28,23.00,-64.51,82.49,2.00,0.24,5.68,337.65,324.88,355.57,31807,11665,79986,33.50290603510765,16.14289317315827,2.279135988154586
172,2019-10-22,0,2.70,1.33,4.57,0.51,-2.30,2.58,-1.28,-3.69,3.69,1.01,-3.15,3.83,305.47,7.06,355.81,24.13,-71.36,77.22,4.34,1.99,9.69,356.79,336.21,364.95,31890,15914,71027,30.591559737428256,16.14289317315827,2.1335686732706156
173,2019-10-23,0,1.60,0.55,2.79,0.47,-2.56,2.28,-0.77,-1.82,1.10,0.45,-1.42,1.95,298.53,2.70,354.28,20.01,-55.83,64.37,2.25,1.43,15.57,331.99,317.03,371.20,22443,11840,64963,24.054872934737734,16.14289317315827,1.8067343331360897
174,2019-10-24,0,7.34,1.75,12.58,-0.46,-8.26,5.90,1.17,-9.09,8.80,-0.49,-9.51,7.00,183.38,42.49,329.85,-5.84,-69.31,73.14,4.80,0.80,46.86,467.64,324.93,618.11,156007,14656,498280,-19.958607509687916,16.14289317315827,-0.3939396890851927
175,2019-10-25,0,5.50,2.39,9.43,-3.32,-6.70,3.68,2.37,-4.26,7.76,-1.63,-6.73,3.41,144.05,35.56,272.33,-18.45,-73.39,51.91,2.14,0.67,6.44,604.49,503.69,668.33,210566,86710,415315,-20.358201216571043,16.14289317315827,-0.413919374429349
176,2019-10-26,0,5.11,2.92,8.63,-2.33,-6.08,3.22,2.33,-4.98,6.96,-2.19,-8.07,3.73,136.70,48.97,282.00,-24.66,-81.00,52.09,1.81,0.32,3.27,601.30,541.48,673.33,190777,64252,400706,-28.96537827677397,16.14289317315827,-0.8442782274394953
177,2019-10-27,0,3.61,2.00,4.72,-1.56,-4.31,1.81,1.82,-2.57,3.87,-1.0,-4.26,2.68,131.75,44.49,258.82,-15.68,-79.47,68.78,1.46,0.75,2.18,587.67,551.55,642.21,159030,77620,300403,-21.05741788521561,16.14289317315827,-0.44888020786157745
178,2019-10-28,0,3.54,1.78,4.60,-0.98,-4.04,2.65,-0.45,-3.27,3.43,-2.03,-4.10,2.80,194.60,6.93,355.68,-36.98,-84.86,60.31,2.18,0.45,5.94,491.83,432.16,596.15,81484,15291,283521,-41.448572013750486,16.14289317315827,-1.468437914288321
179,2019-10-29,0,4.41,1.71,7.80,-3.34,-4.98,2.60,-1.48,-7.14,5.70,0.0,-3.55,5.45,210.28,15.10,345.32,0.03,-54.99,48.47,4.36,1.10,14.26,407.85,379.53,451.47,26296,12442,77339,0.0,16.14289317315827,0.6039906863992031
180,2019-10-30,0,10.83,7.40,15.71,-3.45,-7.31,5.60,-9.04,-12.64,-2.60,0.46,-3.77,12.49,255.02,199.83,310.66,2.38,-26.32,56.71,11.45,2.67,40.28,379.33,347.28,409.93,20555,10191,86442,2.718756346768334,16.14289317315827,0.7399285037376198
181,2019-10-31,0,3.87,1.24,15.55,0.88,-4.63,4.72,-2.0,-5.05,4.27,1.11,-2.67,14.01,293.92,3.01,355.80,20.34,-68.52,78.88,4.76,2.67,25.26,425.14,374.80,454.49,81904,25650,169661,24.366263903694616,16.14289317315827,1.8223038815839339
182,2019-11-01,0,3.37,2.20,4.34,2.04,-1.75,3.64,-1.17,-3.46,3.02,1.02,-3.06,3.31,340.92,1.64,356.63,17.52,-76.19,66.27,2.82,1.20,8.83,407.24,375.77,433.72,73163,32581,137968,21.698234894595355,16.14289317315827,1.6889024311289709
183,2019-11-02,0,2.80,1.62,6.03,1.06,-2.17,2.92,-1.67,-5.62,2.64,0.79,-2.71,2.36,296.98,9.22,354.94,18.02,-75.57,55.47,3.51,1.42,8.14,357.66,336.45,382.78,28290,13140,92509,20.35003293431113,16.14289317315827,1.6214923331147595
184,2019-11-03,0,2.66,1.67,6.34,0.31,-2.22,2.97,-0.81,-5.10,3.17,1.84,-2.21,4.80,287.99,3.80,351.61,41.63,-69.74,81.12,3.93,1.68,9.78,322.27,306.28,345.45,22255,12475,52781,42.13095054385411,16.14289317315827,2.7105382135919083
